Date,Emp_ID,Age,Gender,City,Education,Salary,Join_Date,Last_Work_Date,Join_Designation,Designation,Total_Sales_Acquired,Quarterly_Rating
1/9/2016,700,29,Female,C10,Bachelor,31052,26/12/2014,22/9/2016,1.0,1,3208020,2
1/10/2017,701,44,Female,C3,Master,85450,12/1/2016,18/10/2017,2.0,2,22269520,2
1/12/2016,702,38,Female,C20,College,113807,30/6/2016,21/12/2016,3.0,3,0,1
1/11/2016,703,29,Male,C11,Master,103494,25/4/2013,15/11/2016,1.0,3,13022947,1
1/12/2017,704,29,Male,C8,Bachelor,62931,25/5/2015,,1.0,2,13234050,3
1/1/2017,705,40,Male,C20,Master,130781,3/10/2016,13/1/2017,3.0,3,0,1
1/9/2017,706,35,Male,C27,College,70677,6/7/2017,4/9/2017,3.0,3,0,1
1/4/2016,707,31,Female,C4,Master,58323,21/5/2015,13/4/2016,1.0,1,1473770,1
1/3/2017,708,39,Female,C19,College,97116,21/11/2016,23/3/2017,3.0,3,517690,1
1/6/2016,709,31,Male,C13,Bachelor,135436,4/8/2015,27/6/2016,5.0,5,0,1
1/12/2017,710,32,Male,C18,Master,110299,6/2/2017,,,3,7091010,4
1/12/2017,711,29,Male,C18,College,31182,28/12/2017,,1.0,1,0,1
1/12/2017,712,34,Male,C5,Bachelor,83615,21/8/2017,,,3,1742320,3
1/12/2017,713,29,Male,C12,College,69388,30/1/2015,,1.0,2,36389370,4
1/10/2017,714,35,Male,C13,Master,81352,8/11/2016,12/10/2017,3.0,3,3050100,1
1/12/2017,715,41,Male,C4,Bachelor,34780,19/12/2017,,2.0,2,0,1
1/12/2017,716,44,Male,C1,Bachelor,63352,10/11/2014,,1.0,3,34913070,3
1/12/2017,718,27,Male,C15,Master,67490,26/4/2013,,1.0,3,22865175,4
1/12/2017,721,34,Male,C19,Master,101880,29/5/2017,,3.0,3,5003700,3
1/5/2016,722,37,Male,C9,Bachelor,37839,13/11/2015,7/5/2016,2.0,2,1724200,1
1/12/2017,723,33,Male,C17,Bachelor,42243,27/7/2015,,1.0,1,11318750,1
1/12/2017,724,32,Female,C1,Master,36430,13/9/2017,4/12/2017,2.0,2,0,1
1/12/2017,725,29,Male,C20,College,19456,7/8/2017,8/12/2017,1.0,1,211440,1
1/9/2016,726,30,Female,C18,Bachelor,51497,9/1/2014,21/9/2016,1.0,1,2330430,1
1/12/2016,727,39,Male,C22,Master,44720,21/5/2016,21/12/2016,2.0,2,1296780,2
1/11/2017,729,33,Male,C28,College,40531,4/9/2017,31/10/2017,2.0,2,0,1
1/3/2016,731,35,Female,C2,College,19290,22/9/2015,3/3/2016,1.0,1,228920,1
1/12/2017,733,23,Female,C6,College,13937,14/12/2017,,1.0,1,0,1
1/12/2017,734,35,Female,C22,Master,88414,24/10/2016,,3.0,3,5958340,1
1/1/2017,735,38,Female,C12,Bachelor,113475,8/8/2016,10/1/2017,4.0,4,1450000,1
1/5/2016,736,27,Female,C15,Master,81944,3/10/2015,7/5/2016,1.0,1,665120,1
1/12/2017,737,40,Male,C19,College,24752,9/8/2017,,3.0,3,388710,1
1/6/2017,738,26,Male,C8,Bachelor,41980,5/5/2017,13/6/2017,2.0,2,0,1
1/5/2016,739,30,Female,C20,College,108768,19/6/2014,9/5/2016,1.0,3,379484,2
1/12/2017,740,37,Male,C3,Bachelor,46131,12/6/2017,,1.0,1,1187640,2
1/12/2017,742,34,Male,C13,Bachelor,84637,6/9/2017,1/12/2017,,3,0,1
1/5/2017,743,36,Male,C10,College,73273,3/1/2017,,2.0,2,0,1
1/8/2016,744,27,Male,C20,Master,43322,21/1/2015,29/7/2016,1.0,1,1520540,1
1/11/2016,745,30,Male,C11,Master,62042,24/10/2016,5/11/2016,2.0,2,0,1
1/12/2016,747,32,Female,C17,Bachelor,59877,25/11/2013,30/11/2016,1.0,2,6576490,2
1/12/2017,748,31,Female,C20,College,50210,,,3.0,3,0,1
1/12/2017,751,27,Male,C22,College,105510,15/11/2017,,3.0,3,0,1
1/12/2017,752,43,Male,C23,Master,56243,3/5/2017,,2.0,2,2041340,2
1/12/2017,753,35,Male,C16,Bachelor,59656,16/10/2014,,2.0,2,23441990,4
1/12/2017,754,29,Male,C29,College,44820,18/10/2017,,2.0,2,0,1
1/2/2017,755,36,Male,C8,Bachelor,25894,30/12/2016,,3.0,3,0,1
1/9/2016,756,29,Female,C4,Bachelor,57476,26/5/2016,30/8/2016,3.0,3,488410,1
1/9/2016,757,35,Male,C27,College,63181,,22/9/2016,1.0,3,4220370,1
1/8/2017,758,34,Male,C15,Bachelor,54288,31/8/2016,29/7/2017,2.0,2,3721270,1
1/4/2017,759,42,Male,C26,Bachelor,87182,8/12/2016,7/4/2017,3.0,3,0,1
1/7/2017,761,23,Male,C10,Master,69449,12/6/2017,3/7/2017,2.0,2,0,1
1/12/2017,762,35,Male,C27,Master,35024,26/4/2013,,1.0,2,8862230,2
1/12/2017,763,32,Male,C5,Master,22913,21/11/2017,,1.0,1,0,1
1/3/2016,764,37,Female,C26,Bachelor,18285,30/11/2015,12/3/2016,1.0,1,386590,1
1/12/2017,765,47,Female,C8,Bachelor,123216,28/11/2013,,1.0,4,34007130,2
1/12/2017,766,31,Female,C8,Bachelor,28308,29/7/2016,,1.0,1,8598800,3
1/11/2016,767,39,Female,C2,College,85693,23/5/2014,31/10/2016,1.0,3,3880190,1
1/12/2017,768,24,Female,C26,Bachelor,87853,25/4/2017,13/12/2017,1.0,1,8595450,2
1/12/2017,769,36,Male,C11,Bachelor,107149,1/11/2017,,3.0,3,0,1
1/1/2017,770,26,Male,C26,College,18544,5/7/2016,,2.0,2,1750310,1
1/8/2017,771,36,Male,C5,Bachelor,45071,11/7/2017,29/7/2017,2.0,2,0,1
1/12/2017,772,30,Male,C29,Master,75986,8/7/2016,,3.0,3,17467630,4
1/2/2017,773,30,Male,C29,College,51600,28/10/2016,1/2/2017,,2,0,1
1/12/2017,776,37,Female,C8,Bachelor,63587,9/6/2017,1/12/2017,2.0,2,1818860,2
1/7/2017,777,30,Female,C22,Master,70816,28/11/2016,24/7/2017,2.0,2,1445280,1
1/7/2017,778,31,Male,C9,Bachelor,38990,13/6/2016,12/7/2017,2.0,2,1923530,1
1/6/2017,779,35,Female,C23,Master,23182,5/4/2017,24/6/2017,1.0,1,0,1
1/8/2017,781,41,Female,C23,Master,82503,21/12/2016,29/7/2017,,3,712590,1
1/12/2017,782,36,Female,C29,Bachelor,42314,14/6/2017,,,2,3360700,3
1/2/2017,783,49,Male,C3,Master,76195,10/12/2012,23/2/2017,1.0,2,6521890,1
1/5/2017,784,41,Male,C17,Master,100303,6/4/2017,5/5/2017,3.0,3,0,1
1/12/2017,785,31,Male,C26,Bachelor,54209,17/7/2017,,2.0,2,2431500,2
1/10/2017,787,35,Male,C26,Bachelor,75467,30/8/2016,25/10/2017,3.0,3,2009060,1
1/12/2017,789,40,Female,C22,College,72265,27/11/2015,,2.0,3,36806180,4
1/5/2017,790,31,Male,C12,Bachelor,40253,11/11/2015,19/5/2017,,2,5522460,1
1/12/2017,791,36,Female,C4,College,84961,15/10/2012,,2.0,3,38028190,4
1/2/2017,792,32,Female,C19,Master,48639,10/12/2016,17/2/2017,2.0,2,0,1
1/12/2017,793,26,Female,C7,Master,92670,,,3.0,3,127800,1
1/7/2016,794,33,Male,C21,Master,60252,28/5/2012,14/7/2016,2.0,2,4315560,1
1/10/2016,796,32,Male,C26,Master,50434,8/11/2012,28/9/2016,2.0,2,5353970,1
1/5/2016,797,33,Male,C24,Master,29689,10/8/2015,14/5/2016,1.0,1,1193450,1
1/1/2016,798,37,Male,C27,College,34849,29/8/2015,9/1/2016,2.0,2,0,1
1/4/2017,799,34,Female,C21,Bachelor,30951,6/12/2016,29/3/2017,2.0,2,456480,1
1/1/2017,800,36,Male,C6,College,49614,30/6/2016,10/1/2017,,2,618510,1
1/12/2017,801,39,Male,C29,Bachelor,64759,21/8/2017,,3.0,3,913117,2
1/12/2017,802,29,Male,C20,Master,63080,12/12/2017,,3.0,3,0,1
1/8/2017,803,27,Male,C11,Master,62232,,29/7/2017,1.0,1,0,1
1/9/2017,804,30,Male,C23,Master,46600,11/11/2016,1/9/2017,2.0,2,4081830,1
1/7/2016,805,24,Male,C16,Bachelor,17676,13/1/2016,28/6/2016,1.0,1,1542500,1
1/12/2017,806,40,Female,C8,College,78647,2/6/2017,,3.0,3,2567880,1
1/12/2017,807,32,Female,C25,Bachelor,81547,11/10/2017,18/12/2017,3.0,3,0,1
1/9/2017,808,33,Male,C15,Bachelor,49914,15/5/2017,13/9/2017,3.0,3,0,1
1/12/2017,810,25,Male,C17,Bachelor,45531,4/12/2017,,2.0,2,153540,1
1/3/2017,811,30,Male,C26,Master,66017,31/10/2016,8/3/2017,2.0,2,1005120,1
1/2/2016,812,31,Male,C15,Master,42395,5/10/2015,30/1/2016,1.0,1,0,1
1/4/2017,813,33,Female,C27,College,31787,2/3/2017,7/4/2017,2.0,2,0,1
1/12/2017,814,30,Male,C16,Master,56133,16/11/2017,,1.0,1,0,1
1/12/2017,816,41,Male,C8,Master,55115,,,2.0,2,0,1
1/2/2017,818,32,Female,C22,Master,26850,8/8/2016,3/2/2017,2.0,2,820140,1
1/12/2017,819,41,Male,C15,Bachelor,114358,,,2.0,4,34495110,2
1/5/2017,820,39,Male,C14,Master,59166,23/5/2015,16/5/2017,1.0,1,9000520,1
1/8/2016,821,29,Female,C12,Master,113120,16/8/2012,26/8/2016,1.0,3,3435990,1
1/10/2016,822,31,Female,C23,College,42601,20/7/2016,3/10/2016,1.0,1,0,1
1/12/2017,824,40,Female,C9,College,32446,14/12/2017,,1.0,1,0,1
1/12/2017,825,36,Female,C6,Master,64187,11/12/2017,,3.0,3,0,1
1/7/2016,826,28,Male,C24,College,70740,9/5/2015,12/7/2016,1.0,2,931110,1
1/3/2017,827,33,Male,C28,Master,67113,13/12/2016,16/3/2017,2.0,2,388440,1
1/12/2017,828,34,Male,C21,College,63298,2/1/2017,,3.0,3,4702900,2
1/10/2016,829,38,Female,C15,College,55313,9/6/2016,4/10/2016,,3,523440,1
1/9/2016,830,27,Male,C3,Master,80746,20/7/2015,14/9/2016,1.0,2,2966980,1
1/12/2016,831,32,Male,C2,Master,42588,21/7/2016,10/12/2016,1.0,1,543220,2
1/12/2017,832,42,Female,C16,College,58747,3/6/2015,,1.0,1,15440080,4
1/12/2017,834,36,Male,C20,Bachelor,83969,7/12/2017,,3.0,3,0,1
1/12/2017,835,29,Male,C26,Bachelor,66179,12/12/2016,,2.0,2,5377060,1
1/5/2016,836,41,Male,C29,College,63636,30/1/2015,18/5/2016,2.0,2,2452190,1
1/2/2016,838,41,Female,C11,Master,52632,3/10/2015,10/2/2016,1.0,1,101070,1
1/1/2017,839,47,Male,C16,College,53383,,2/1/2017,2.0,2,485450,1
1/12/2017,840,40,Female,C8,College,88813,,,1.0,4,17134040,2
1/11/2017,841,33,Female,C20,Bachelor,58199,9/8/2017,7/11/2017,2.0,2,0,1
1/2/2017,842,37,Male,C18,Bachelor,121419,26/7/2012,22/2/2017,,4,28562340,2
1/7/2017,843,30,Female,C15,Bachelor,56035,20/2/2015,4/7/2017,1.0,2,13627070,1
1/12/2016,844,31,Male,C26,College,20337,15/8/2016,5/12/2016,1.0,1,157597,1
1/12/2017,845,46,Male,C28,Bachelor,22019,30/5/2017,11/12/2017,2.0,2,1453360,2
1/3/2017,847,30,Male,C12,Bachelor,40409,26/9/2016,13/3/2017,,2,0,1
1/12/2017,848,28,Female,C28,Bachelor,45871,11/2/2017,,2.0,2,3791340,1
1/11/2017,849,33,Female,C20,Bachelor,77903,10/7/2017,10/11/2017,3.0,3,1835070,3
1/6/2017,850,36,Male,C1,Master,113038,21/6/2012,2/6/2017,2.0,4,6883410,1
1/2/2016,851,34,Male,C13,Bachelor,40873,30/11/2015,5/2/2016,1.0,1,101850,1
1/6/2017,852,23,Male,C21,Bachelor,70731,4/4/2017,12/6/2017,2.0,2,0,1
1/12/2017,853,33,Female,C13,College,29584,15/8/2017,4/12/2017,2.0,2,0,1
1/8/2017,855,35,Male,C17,College,83524,9/5/2017,29/7/2017,2.0,2,0,1
1/1/2017,856,37,Female,C22,College,87661,26/4/2013,20/1/2017,1.0,3,8687010,1
1/10/2017,858,37,Male,C21,Bachelor,75541,17/5/2017,11/10/2017,2.0,2,504150,1
1/5/2016,859,23,Male,C17,Master,26151,5/1/2016,25/5/2016,1.0,1,1121790,1
1/2/2016,860,38,Male,C20,College,45269,3/7/2015,25/2/2016,1.0,1,378640,1
1/1/2017,863,32,Female,C29,Master,40295,,30/12/2016,1.0,1,126010,1
1/9/2016,864,36,Female,C27,Bachelor,91602,20/6/2016,31/8/2016,2.0,4,0,1
1/12/2017,865,30,Female,C10,Master,122941,7/6/2017,,3.0,3,3109860,2
1/7/2016,866,47,Male,C2,College,29151,9/2/2016,27/7/2016,1.0,1,763920,1
1/12/2017,867,30,Female,C1,College,35803,28/9/2017,,2.0,2,3357550,4
1/4/2016,868,24,Female,C28,College,34497,7/12/2015,13/4/2016,2.0,2,-645150,1
1/7/2016,869,37,Male,C8,College,28575,8/12/2015,29/6/2016,1.0,1,487460,1
1/12/2017,870,37,Female,C29,Bachelor,93000,23/7/2012,,,3,15298690,3
1/4/2017,871,37,Female,C27,College,52753,20/1/2017,30/3/2017,2.0,2,0,1
1/1/2016,872,32,Male,C28,Master,19791,16/10/2015,1/1/2016,1.0,1,0,1
1/8/2017,873,33,Female,C28,Master,134302,23/3/2016,29/7/2017,1.0,4,32819830,3
1/7/2017,874,37,Male,C24,College,75133,14/4/2017,14/7/2017,3.0,3,0,1
1/12/2017,875,36,Female,C4,Bachelor,93822,14/8/2017,,3.0,3,0,1
1/8/2016,876,22,Female,C25,College,39442,7/7/2015,8/8/2016,1.0,2,2778590,1
1/1/2016,877,32,Male,C21,College,94770,8/8/2015,13/1/2016,2.0,2,0,1
1/7/2016,879,38,Male,C8,College,55443,,30/6/2016,1.0,2,2586520,1
1/3/2016,881,32,Male,C16,College,61069,4/6/2015,28/3/2016,2.0,2,1903080,2
1/9/2017,882,31,Male,C13,College,94945,12/10/2010,20/9/2017,2.0,4,1353210,1
1/2/2016,883,32,Male,C27,College,50863,19/10/2015,9/2/2016,1.0,1,100240,1
1/12/2017,885,39,Female,C21,Master,44241,9/10/2017,,2.0,2,251150,1
1/2/2016,886,36,Female,C2,Master,31954,23/9/2015,1/2/2016,1.0,1,0,1
1/11/2017,887,25,Male,C14,Bachelor,23745,5/11/2016,30/10/2017,1.0,1,3201180,1
1/12/2017,888,31,Male,C1,Bachelor,57266,16/6/2015,,1.0,2,20976830,4
1/12/2017,889,32,Male,C28,Bachelor,47988,28/6/2017,,3.0,3,1100030,1
1/8/2017,890,34,Female,C5,College,43463,8/7/2014,29/7/2017,1.0,1,5995150,3
1/12/2016,892,35,Female,C3,College,51725,10/9/2014,13/12/2016,,2,6967160,3
1/12/2017,893,50,Female,C10,College,73308,27/5/2013,,1.0,2,17369610,2
1/3/2016,894,37,Male,C28,College,46410,5/1/2016,12/3/2016,3.0,3,0,1
1/3/2017,895,31,Male,C14,Master,34868,13/9/2016,2/3/2017,1.0,1,271120,1
1/2/2016,896,32,Female,C18,Master,22680,21/8/2015,24/2/2016,1.0,1,362330,1
1/4/2016,897,51,Male,C4,Bachelor,37710,29/10/2015,29/3/2016,1.0,1,4128080,1
1/3/2016,899,29,Male,C20,College,28565,16/6/2015,15/3/2016,1.0,1,307100,1
1/9/2016,901,32,Female,C8,Bachelor,41382,7/11/2015,22/9/2016,,2,1355620,1
1/12/2017,902,28,Male,C28,Bachelor,57845,4/9/2017,,2.0,2,0,1
1/12/2017,904,41,Female,C26,Bachelor,101179,5/6/2015,,3.0,3,17866060,1
1/11/2017,905,31,Male,C1,College,43831,31/7/2017,24/11/2017,2.0,2,0,1
1/12/2017,906,36,Female,C18,Bachelor,108997,30/8/2016,,3.0,3,10697010,3
1/11/2016,907,36,Female,C20,Bachelor,39104,8/8/2016,9/11/2016,1.0,1,0,1
1/10/2017,908,47,Male,C4,Bachelor,33883,21/10/2015,10/10/2017,1.0,2,10493340,2
1/3/2016,909,49,Male,C19,Bachelor,58807,11/7/2015,17/3/2016,2.0,2,740200,1
1/10/2016,910,36,Male,C2,Master,44326,21/9/2015,18/10/2016,1.0,1,3821920,1
1/4/2017,912,38,Male,C8,College,65995,14/12/2016,5/4/2017,3.0,3,0,1
1/12/2017,913,30,Male,C26,Bachelor,72974,15/12/2017,,3.0,3,0,1
1/12/2016,914,26,Female,C5,Master,45234,12/9/2016,15/12/2016,1.0,1,0,1
1/8/2016,915,46,Male,C2,College,18512,28/1/2013,10/8/2016,1.0,1,2115160,2
1/10/2016,916,25,Male,C15,College,30136,1/9/2016,15/10/2016,1.0,1,0,1
1/12/2016,917,25,Male,C22,Master,60391,30/5/2016,23/12/2016,1.0,1,1066070,1
1/9/2017,918,25,Female,C4,Master,20379,30/8/2017,5/9/2017,1.0,1,0,1
1/11/2017,919,28,Female,C13,Master,39854,7/8/2017,1/11/2017,2.0,2,0,1
1/12/2016,920,30,Male,C1,College,46117,14/10/2016,,,2,0,1
1/1/2017,921,34,Female,C11,Master,55630,,16/1/2017,2.0,2,0,1
1/3/2016,922,34,Female,C25,Bachelor,47484,19/10/2015,5/3/2016,1.0,1,303580,1
1/2/2017,923,31,Female,C29,Master,70339,2/1/2017,30/1/2017,2.0,2,0,1
1/11/2016,924,25,Male,C24,Master,60056,8/5/2015,4/11/2016,2.0,2,3958550,2
1/12/2017,926,49,Male,C4,College,21646,7/1/2013,,1.0,2,13197400,2
1/10/2017,927,29,Male,C29,Master,59219,4/5/2017,18/10/2017,1.0,1,1130280,1
1/2/2017,928,33,Female,C2,College,67236,20/1/2017,9/2/2017,3.0,3,0,1
1/1/2016,929,31,Male,C4,Bachelor,20245,14/7/2015,31/12/2015,2.0,2,0,1
1/1/2016,930,37,Female,C7,Master,37285,16/10/2015,2/1/2016,1.0,1,-101180,1
1/7/2017,931,29,Female,C12,College,59393,1/11/2016,24/7/2017,3.0,3,5512220,3
1/12/2017,933,36,Female,C19,Bachelor,75765,7/11/2016,,3.0,3,12072740,4
1/8/2016,935,39,Female,C20,College,24557,22/10/2015,19/8/2016,1.0,1,12941580,1
1/12/2017,936,27,Male,C3,Master,42607,5/9/2017,,1.0,1,452140,1
1/5/2016,937,32,Male,C13,College,36846,7/5/2015,12/5/2016,1.0,2,522630,1
1/8/2017,938,34,Female,C4,Master,70330,4/3/2017,29/7/2017,3.0,3,1098190,1
1/2/2017,939,45,Female,C22,College,87153,30/7/2012,25/2/2017,1.0,4,6333350,1
1/10/2017,940,23,Female,C22,Master,69972,1/5/2017,17/10/2017,1.0,1,423240,2
1/10/2017,941,36,Female,C14,Bachelor,100893,8/5/2017,28/9/2017,3.0,3,523320,1
1/4/2017,942,29,Male,C28,Master,40688,13/2/2017,22/4/2017,2.0,2,0,1
1/12/2017,943,53,Male,C22,College,24923,29/9/2015,,1.0,1,23230860,4
1/7/2016,944,36,Female,C20,College,93093,11/7/2014,19/7/2016,1.0,3,2084090,1
1/12/2017,945,40,Female,C3,Master,83025,29/5/2012,,2.0,3,25943780,2
1/12/2017,946,44,Male,C22,Bachelor,58803,25/4/2013,,1.0,2,18653790,3
1/9/2017,947,30,Female,C6,Bachelor,74849,12/4/2017,19/9/2017,3.0,3,983740,1
1/3/2016,948,35,Female,C12,Master,24634,9/1/2016,12/3/2016,1.0,1,0,1
1/6/2017,949,25,Female,C24,Master,31392,23/5/2017,27/6/2017,1.0,1,0,1
1/7/2017,951,41,Male,C13,College,70478,31/10/2016,13/7/2017,3.0,3,0,1
1/12/2017,952,37,Male,C18,College,27483,28/11/2017,,1.0,1,200020,2
1/9/2016,953,26,Male,C13,College,17253,1/6/2016,5/9/2016,1.0,1,0,1
1/12/2017,954,31,Male,C13,College,43996,29/8/2011,,1.0,2,25951520,3
1/6/2017,955,33,Male,C10,Master,99893,30/3/2017,8/6/2017,3.0,3,0,1
1/12/2017,956,30,Male,C22,Bachelor,29492,19/10/2016,,2.0,2,6383030,4
1/12/2017,958,35,Male,C22,College,50799,5/6/2017,28/11/2017,2.0,2,320760,1
1/12/2017,959,34,Female,C17,Bachelor,85685,31/7/2017,,3.0,3,1147200,2
1/12/2017,960,39,Female,C3,Master,107936,12/6/2017,,3.0,3,4933750,3
1/2/2016,961,42,Female,C26,Master,35996,14/12/2015,5/2/2016,1.0,1,0,1
1/1/2016,962,37,Male,C9,Bachelor,43048,8/12/2015,13/1/2016,1.0,1,0,1
1/12/2017,963,40,Male,C16,Bachelor,48483,30/10/2017,,1.0,1,0,1
1/12/2016,964,31,Male,C8,College,46679,11/7/2016,15/12/2016,2.0,2,0,1
1/4/2016,965,42,Male,C20,Master,74516,13/5/2013,26/4/2016,1.0,2,3676150,1
1/1/2016,967,45,Male,C11,Master,59526,5/10/2015,31/12/2015,2.0,2,0,1
1/5/2016,968,26,Male,C4,Bachelor,20785,17/9/2015,29/4/2016,1.0,1,636910,1
1/12/2017,970,38,Male,C4,College,83350,28/9/2017,28/11/2017,3.0,3,0,1
1/2/2016,971,26,Male,C29,Master,61982,30/11/2015,1/2/2016,3.0,3,201820,1
1/7/2016,972,52,Male,C1,College,47194,25/1/2013,30/6/2016,1.0,2,1978160,1
1/12/2017,973,47,Male,C22,College,90484,23/7/2012,,1.0,3,22388420,3
1/5/2016,974,23,Female,C8,Bachelor,30461,3/8/2015,30/4/2016,1.0,1,2537350,1
1/1/2017,975,38,Female,C7,Bachelor,32776,22/9/2016,28/1/2017,1.0,1,347470,1
1/10/2017,977,31,Female,C16,Bachelor,28297,4/10/2016,21/10/2017,1.0,1,13942630,1
1/4/2016,978,32,Male,C12,Master,58817,5/1/2016,23/4/2016,2.0,2,1109860,1
1/2/2017,979,28,Female,C23,Master,41620,21/7/2016,13/2/2017,1.0,1,2300090,2
1/12/2017,980,36,Male,C27,Master,49277,28/9/2017,8/12/2017,2.0,2,0,1
1/12/2017,981,40,Female,C14,College,72118,30/6/2017,,3.0,3,1118270,1
1/12/2017,982,31,Male,C12,Bachelor,60672,31/7/2017,,3.0,3,309120,1
1/4/2017,984,29,Male,C22,Master,53058,,13/4/2017,1.0,2,15626920,1
1/9/2016,985,28,Male,C25,Bachelor,49031,11/12/2013,10/9/2016,1.0,1,1267940,1
1/12/2017,988,35,Male,C10,Bachelor,60797,4/8/2017,,3.0,3,0,1
1/12/2017,990,43,Female,C17,Bachelor,119806,6/12/2012,,1.0,4,30755460,2
1/12/2017,991,31,Male,C23,Bachelor,61823,4/1/2017,,2.0,2,16187110,3
1/12/2017,992,46,Male,C7,Bachelor,52083,20/7/2016,,1.0,1,4961340,2
1/4/2016,994,32,Male,C20,Master,39502,25/12/2014,23/4/2016,2.0,2,1539590,1
1/6/2016,995,31,Male,C17,Bachelor,69418,1/5/2013,30/5/2016,1.0,3,1272730,1
1/2/2016,996,37,Male,C6,Master,46134,18/5/2015,6/2/2016,1.0,1,213560,1
1/7/2016,997,28,Male,C14,College,40654,21/10/2014,28/6/2016,2.0,2,1933470,1
1/5/2016,998,32,Male,C19,College,37617,2/6/2015,23/5/2016,1.0,1,1033030,1
1/12/2017,999,23,Female,C20,Bachelor,36811,,,2.0,2,1908000,2
1/4/2017,1000,28,Female,C3,Master,56016,28/11/2016,25/4/2017,1.0,1,0,1
1/9/2016,1001,38,Female,C25,Master,127070,,30/8/2016,2.0,3,1646640,1
1/3/2016,1002,29,Male,C3,College,59071,28/12/2015,4/3/2016,1.0,1,194320,1
1/5/2016,1003,28,Male,C18,College,11706,24/8/2015,5/5/2016,1.0,1,570460,1
1/5/2016,1004,31,Male,C14,College,58588,18/11/2015,2/5/2016,2.0,2,424460,1
1/2/2016,1005,30,Female,C8,College,58540,10/8/2015,15/2/2016,1.0,1,0,1
1/11/2017,1007,31,Male,C20,Master,87810,3/5/2017,13/11/2017,2.0,2,675360,1
1/3/2017,1008,23,Male,C27,Bachelor,33831,29/11/2016,11/3/2017,1.0,1,0,1
1/5/2017,1009,41,Female,C19,College,65464,29/8/2016,11/5/2017,3.0,3,1643990,1
1/10/2017,1010,34,Female,C27,Bachelor,120188,27/9/2010,2/10/2017,1.0,4,41669570,1
1/10/2017,1011,31,Male,C12,Master,76776,11/7/2017,16/10/2017,2.0,2,555150,1
1/10/2017,1012,39,Male,C8,College,50281,24/6/2017,28/9/2017,3.0,3,0,1
1/12/2017,1013,29,Female,C14,Master,30930,29/8/2016,,1.0,1,8706130,3
1/12/2017,1014,26,Male,C2,College,60396,,,3.0,3,883390,2
1/12/2017,1015,32,Male,C9,Master,87047,3/8/2017,,3.0,3,174408,1
1/6/2016,1016,47,Female,C12,Master,82704,15/10/2012,24/6/2016,1.0,2,1438860,2
1/9/2016,1017,41,Female,C14,Master,57869,17/9/2012,22/9/2016,2.0,2,2332759,1
1/12/2017,1019,32,Female,C19,Master,32652,,,2.0,2,0,1
1/10/2016,1020,38,Male,C24,Bachelor,22245,12/7/2016,25/10/2016,3.0,3,400000,2
1/11/2017,1021,38,Male,C29,College,25106,20/6/2017,31/10/2017,,1,0,1
1/7/2017,1023,27,Male,C26,Master,76394,24/12/2016,30/6/2017,3.0,3,1477210,1
1/6/2017,1024,27,Female,C19,Master,24582,9/5/2017,7/6/2017,1.0,1,0,1
1/12/2017,1026,27,Male,C4,Master,48868,17/11/2017,,1.0,1,0,1
1/8/2016,1027,25,Female,C19,Bachelor,27607,5/8/2016,25/8/2016,1.0,1,0,1
1/9/2017,1028,26,Male,C15,Master,63844,14/6/2017,27/9/2017,2.0,2,0,1
1/12/2017,1029,24,Male,C17,College,20363,18/12/2017,,1.0,1,0,1
1/1/2016,1030,28,Male,C2,Master,20101,22/9/2015,9/1/2016,1.0,1,0,1
1/12/2017,1031,45,Male,C7,Bachelor,68434,7/11/2011,,2.0,3,24743820,2
1/12/2017,1032,30,Male,C7,College,17000,31/7/2017,,1.0,1,1121670,2
1/10/2017,1033,28,Male,C12,College,41705,16/11/2016,16/10/2017,1.0,1,3250190,1
1/7/2017,1035,38,Female,C7,Master,51680,18/8/2015,24/7/2017,2.0,2,9611290,4
1/7/2017,1036,39,Female,C17,Master,32263,20/4/2017,21/7/2017,3.0,3,0,1
1/12/2017,1037,37,Female,C10,Master,135414,27/4/2013,,1.0,4,37135780,2
1/2/2017,1038,31,Male,C4,Bachelor,21543,11/11/2016,31/1/2017,3.0,3,204150,1
1/12/2017,1039,45,Male,C26,Bachelor,138069,5/7/2012,,2.0,4,26646720,2
1/10/2016,1040,32,Male,C11,Master,62748,8/9/2016,17/10/2016,2.0,2,0,1
1/11/2017,1041,38,Female,C18,Bachelor,49443,19/6/2017,16/11/2017,3.0,3,244200,1
1/12/2017,1043,34,Male,C12,Bachelor,93121,14/5/2012,,2.0,3,18248240,2
1/11/2016,1046,34,Male,C2,Master,76198,11/10/2010,24/11/2016,2.0,3,10479300,3
1/11/2017,1048,37,Female,C1,Master,52668,17/7/2017,13/11/2017,2.0,2,0,1
1/6/2017,1049,28,Male,C26,Master,37278,9/5/2015,19/6/2017,,1,9828090,1
1/12/2017,1050,32,Female,C28,Bachelor,35462,7/1/2015,,1.0,2,15195571,3
1/12/2017,1051,34,Female,C5,Master,77483,30/4/2013,,1.0,2,14676410,3
1/12/2017,1054,37,Female,C2,Bachelor,92940,9/8/2017,,3.0,3,989800,1
1/2/2016,1055,33,Male,C6,Master,67869,26/5/2015,9/2/2016,2.0,2,250000,1
1/12/2017,1056,32,Male,C5,Master,92713,11/9/2017,,2.0,2,4931940,4
1/12/2017,1057,33,Male,C29,Bachelor,52553,12/11/2016,,3.0,3,12132870,4
1/6/2017,1058,37,Female,C7,College,47696,30/12/2016,24/6/2017,2.0,2,754590,1
